address,location,filepath,vulnerability,category,information,compiler,SWC_ID
/bdata2/sc/dataset/mainnet/0xdcbdb7306c6ff46f77b349188dc18ced9df30299.sol,2468,/bdata2/sc/dataset/mainnet/0xdcbdb7306c6ff46f77b349188dc18ced9df30299.sol,compound-sweeptoken-not-restricted,security,Function sweepToken is allowed to be called by anyone,0.5.17,SWC-105
/bdata2/sc/dataset/mainnet/0xbb04B991Bf9bD7c47F45348119469f81c447F7a4.sol,2494,/bdata2/sc/dataset/mainnet/0xbb04B991Bf9bD7c47F45348119469f81c447F7a4.sol,compound-sweeptoken-not-restricted,security,Function sweepToken is allowed to be called by anyone,0.6.12,SWC-105
/bdata2/sc/dataset/mainnet/0x61fBbf0db3ab1dFF4a56CB82501224e5CaC73E41.sol,2408,/bdata2/sc/dataset/mainnet/0x61fBbf0db3ab1dFF4a56CB82501224e5CaC73E41.sol,compound-sweeptoken-not-restricted,security,Function sweepToken is allowed to be called by anyone,0.6.12,SWC-105
/bdata2/sc/dataset/mainnet/0xD9a9A61d188d275c8d4F14DAd29624C5054D25bb.sol,2415,/bdata2/sc/dataset/mainnet/0xD9a9A61d188d275c8d4F14DAd29624C5054D25bb.sol,compound-sweeptoken-not-restricted,security,Function sweepToken is allowed to be called by anyone,0.6.12,SWC-105
/bdata2/sc/dataset/mainnet/0xF3997658374347Aaf6aD33A0721c9abf61E182a6.sol,2938,/bdata2/sc/dataset/mainnet/0xF3997658374347Aaf6aD33A0721c9abf61E182a6.sol,compound-sweeptoken-not-restricted,security,Function sweepToken is allowed to be called by anyone,0.6.12,SWC-105
/bdata2/sc/dataset/mainnet/0xf03ea73555604725b3b8ace0b1551edb86d43065.sol,2540,/bdata2/sc/dataset/mainnet/0xf03ea73555604725b3b8ace0b1551edb86d43065.sol,compound-sweeptoken-not-restricted,security,Function sweepToken is allowed to be called by anyone,0.5.17,SWC-105
/bdata2/sc/dataset/mainnet/0x3b6d9abb27a4cc3fe248088814650b1a288b08ab.sol,2540,/bdata2/sc/dataset/mainnet/0x3b6d9abb27a4cc3fe248088814650b1a288b08ab.sol,compound-sweeptoken-not-restricted,security,Function sweepToken is allowed to be called by anyone,0.5.17,SWC-105
/bdata2/sc/dataset/mainnet/0x629473660404D0cD102fF79ccb8dbD9e8fEAC0F5.sol,2497,/bdata2/sc/dataset/mainnet/0x629473660404D0cD102fF79ccb8dbD9e8fEAC0F5.sol,compound-sweeptoken-not-restricted,security,Function sweepToken is allowed to be called by anyone,0.8.9,SWC-105
/bdata2/sc/dataset/mainnet/0xf45cAaF20787F68787411Ec5D5B9E6920eEd920D.sol,3306,/bdata2/sc/dataset/mainnet/0xf45cAaF20787F68787411Ec5D5B9E6920eEd920D.sol,compound-sweeptoken-not-restricted,security,Function sweepToken is allowed to be called by anyone,0.8.9,SWC-105
/bdata2/sc/dataset/mainnet/0x339B2D3bf0406DF82f8fa7B0d855a3f47562d8D7.sol,2462,/bdata2/sc/dataset/mainnet/0x339B2D3bf0406DF82f8fa7B0d855a3f47562d8D7.sol,compound-sweeptoken-not-restricted,security,Function sweepToken is allowed to be called by anyone,0.5.16,SWC-105
/bdata2/sc/dataset/mainnet/0x9a045B76beB1713f4bC5e28a2747D1d484dB4DB4.sol,2551,/bdata2/sc/dataset/mainnet/0x9a045B76beB1713f4bC5e28a2747D1d484dB4DB4.sol,compound-sweeptoken-not-restricted,security,Function sweepToken is allowed to be called by anyone,0.6.12,SWC-105
/bdata2/sc/dataset/mainnet/0xfe7891A8236A42e8c1ec573D8F7b3dDc8b23f42D.sol,2315,/bdata2/sc/dataset/mainnet/0xfe7891A8236A42e8c1ec573D8F7b3dDc8b23f42D.sol,compound-sweeptoken-not-restricted,security,Function sweepToken is allowed to be called by anyone,0.8.9,SWC-105
/bdata2/sc/dataset/mainnet/0x8ca57DcE4e161f7eCf902515cd01CBe10FEA142A.sol,2315,/bdata2/sc/dataset/mainnet/0x8ca57DcE4e161f7eCf902515cd01CBe10FEA142A.sol,compound-sweeptoken-not-restricted,security,Function sweepToken is allowed to be called by anyone,0.8.9,SWC-105
/bdata2/sc/dataset/mainnet/0x0eaBea97c25bd4DfcAd294d82404C7DF3b26a2Cc.sol,2461,/bdata2/sc/dataset/mainnet/0x0eaBea97c25bd4DfcAd294d82404C7DF3b26a2Cc.sol,compound-sweeptoken-not-restricted,security,Function sweepToken is allowed to be called by anyone,0.6.12,SWC-105
/bdata2/sc/dataset/mainnet/0xA7B06C501e89a963AC9b33a41A571AD23FfEb502.sol,2537,/bdata2/sc/dataset/mainnet/0xA7B06C501e89a963AC9b33a41A571AD23FfEb502.sol,compound-sweeptoken-not-restricted,security,Function sweepToken is allowed to be called by anyone,0.6.12,SWC-105
/bdata2/sc/dataset/mainnet/0x7BB678A6c5daDb6b03032EF46c6263ff09bB2799.sol,2546,/bdata2/sc/dataset/mainnet/0x7BB678A6c5daDb6b03032EF46c6263ff09bB2799.sol,compound-sweeptoken-not-restricted,security,Function sweepToken is allowed to be called by anyone,0.6.12,SWC-105
/bdata2/sc/dataset/mainnet/0x5C8d6fB5edF1F231c6168D529dE821f4cE9cBBfd.sol,2400,/bdata2/sc/dataset/mainnet/0x5C8d6fB5edF1F231c6168D529dE821f4cE9cBBfd.sol,compound-sweeptoken-not-restricted,security,Function sweepToken is allowed to be called by anyone,0.6.12,SWC-105
/bdata2/sc/dataset/mainnet/0xCc4A43ca41A9F64a8F4009e9e6E6E92279a98A77.sol,2428,/bdata2/sc/dataset/mainnet/0xCc4A43ca41A9F64a8F4009e9e6E6E92279a98A77.sol,compound-sweeptoken-not-restricted,security,Function sweepToken is allowed to be called by anyone,0.6.12,SWC-105
/bdata2/sc/dataset/mainnet/0x94eb0D9c697641c489cc6f515EBeE1Fb3d14cb46.sol,2490,/bdata2/sc/dataset/mainnet/0x94eb0D9c697641c489cc6f515EBeE1Fb3d14cb46.sol,compound-sweeptoken-not-restricted,security,Function sweepToken is allowed to be called by anyone,0.6.12,SWC-105
/bdata2/sc/dataset/mainnet/0xd3cCF33CAed01a0Cc2b34B27A77F41f92604Aa8d.sol,2541,/bdata2/sc/dataset/mainnet/0xd3cCF33CAed01a0Cc2b34B27A77F41f92604Aa8d.sol,compound-sweeptoken-not-restricted,security,Function sweepToken is allowed to be called by anyone,0.5.16,SWC-105
/bdata2/sc/dataset/mainnet/0x9f0b119d436aB50150D676A67Aa1a28bEe4E98Bc.sol,2556,/bdata2/sc/dataset/mainnet/0x9f0b119d436aB50150D676A67Aa1a28bEe4E98Bc.sol,compound-sweeptoken-not-restricted,security,Function sweepToken is allowed to be called by anyone,0.5.16,SWC-105
/bdata2/sc/dataset/mainnet/0x397d11F822578B37b10582db5BCEb43BF6E7C85b.sol,2547,/bdata2/sc/dataset/mainnet/0x397d11F822578B37b10582db5BCEb43BF6E7C85b.sol,compound-sweeptoken-not-restricted,security,Function sweepToken is allowed to be called by anyone,0.6.12,SWC-105
/bdata2/sc/dataset/mainnet/0x9a4c75120b1c943e9314be15ef2b088e9bd69430.sol,2535,/bdata2/sc/dataset/mainnet/0x9a4c75120b1c943e9314be15ef2b088e9bd69430.sol,compound-sweeptoken-not-restricted,security,Function sweepToken is allowed to be called by anyone,0.6.12,SWC-105
/bdata2/sc/dataset/mainnet/0x30C40201f7Af91C1B1EeF6C7b4504669602a82f5.sol,2547,/bdata2/sc/dataset/mainnet/0x30C40201f7Af91C1B1EeF6C7b4504669602a82f5.sol,compound-sweeptoken-not-restricted,security,Function sweepToken is allowed to be called by anyone,0.6.12,SWC-105
/bdata2/sc/dataset/mainnet/0x5188510a48e8F716e80338c2a2AD4FC415aFC290.sol,2542,/bdata2/sc/dataset/mainnet/0x5188510a48e8F716e80338c2a2AD4FC415aFC290.sol,compound-sweeptoken-not-restricted,security,Function sweepToken is allowed to be called by anyone,0.6.12,SWC-105
/bdata2/sc/dataset/mainnet/0xB630f9Ca1192a9eE70bab08ca4aA58cc2a235Ff2.sol,2535,/bdata2/sc/dataset/mainnet/0xB630f9Ca1192a9eE70bab08ca4aA58cc2a235Ff2.sol,compound-sweeptoken-not-restricted,security,Function sweepToken is allowed to be called by anyone,0.6.12,SWC-105
/bdata2/sc/dataset/mainnet/0xaC2D3eDa37fF0ecc1F2d31791e7e2dAe1d133228.sol,2540,/bdata2/sc/dataset/mainnet/0xaC2D3eDa37fF0ecc1F2d31791e7e2dAe1d133228.sol,compound-sweeptoken-not-restricted,security,Function sweepToken is allowed to be called by anyone,0.6.12,SWC-105
/bdata2/sc/dataset/mainnet/0x7489c6BaAba57d9a431642b26E034aCD191039f7.sol,2461,/bdata2/sc/dataset/mainnet/0x7489c6BaAba57d9a431642b26E034aCD191039f7.sol,compound-sweeptoken-not-restricted,security,Function sweepToken is allowed to be called by anyone,0.6.12,SWC-105
/bdata2/sc/dataset/mainnet/0xEE2Ed59082a60c0AF4bB2132B90d581134ea1fD5.sol,2546,/bdata2/sc/dataset/mainnet/0xEE2Ed59082a60c0AF4bB2132B90d581134ea1fD5.sol,compound-sweeptoken-not-restricted,security,Function sweepToken is allowed to be called by anyone,0.6.12,SWC-105
/bdata2/sc/dataset/mainnet/0x8c1CfaE7866fA2CD4C82fEa9a660cfB0FAa7578F.sol,2528,/bdata2/sc/dataset/mainnet/0x8c1CfaE7866fA2CD4C82fEa9a660cfB0FAa7578F.sol,compound-sweeptoken-not-restricted,security,Function sweepToken is allowed to be called by anyone,0.6.12,SWC-105
/bdata2/sc/dataset/mainnet/0xa035b9e130F2B1AedC733eEFb1C67Ba4c503491F.sol,2460,/bdata2/sc/dataset/mainnet/0xa035b9e130F2B1AedC733eEFb1C67Ba4c503491F.sol,compound-sweeptoken-not-restricted,security,Function sweepToken is allowed to be called by anyone,0.5.16,SWC-105
/bdata2/sc/dataset/mainnet/0xF6d2f3c7AD334FbABc3264FC733962e5ceA65F5A.sol,2481,/bdata2/sc/dataset/mainnet/0xF6d2f3c7AD334FbABc3264FC733962e5ceA65F5A.sol,compound-sweeptoken-not-restricted,security,Function sweepToken is allowed to be called by anyone,0.6.12,SWC-105
/bdata2/sc/dataset/mainnet/0x3587b2F7E0E2D6166d6C14230e7Fe160252B0ba4.sol,2459,/bdata2/sc/dataset/mainnet/0x3587b2F7E0E2D6166d6C14230e7Fe160252B0ba4.sol,compound-sweeptoken-not-restricted,security,Function sweepToken is allowed to be called by anyone,0.5.16,SWC-105
/bdata2/sc/dataset/mainnet/0x29F7efcdf7D12ac47504C62C5161434b18F27da1.sol,2428,/bdata2/sc/dataset/mainnet/0x29F7efcdf7D12ac47504C62C5161434b18F27da1.sol,compound-sweeptoken-not-restricted,security,Function sweepToken is allowed to be called by anyone,0.6.12,SWC-105
/bdata2/sc/dataset/mainnet/0x4D9b0BdDA49C991CB9faD90fEE40AfE4Aa6C21a6.sol,2510,/bdata2/sc/dataset/mainnet/0x4D9b0BdDA49C991CB9faD90fEE40AfE4Aa6C21a6.sol,compound-sweeptoken-not-restricted,security,Function sweepToken is allowed to be called by anyone,0.6.12,SWC-105
/bdata2/sc/dataset/mainnet/0x1C26b392cb3741fc0126d7d85d2cE5DB8c5C0f08.sol,2505,/bdata2/sc/dataset/mainnet/0x1C26b392cb3741fc0126d7d85d2cE5DB8c5C0f08.sol,compound-sweeptoken-not-restricted,security,Function sweepToken is allowed to be called by anyone,0.6.12,SWC-105
/bdata2/sc/dataset/mainnet/0x3E37d904D42B3C9B234579777098508a8908Bb10.sol,2428,/bdata2/sc/dataset/mainnet/0x3E37d904D42B3C9B234579777098508a8908Bb10.sol,compound-sweeptoken-not-restricted,security,Function sweepToken is allowed to be called by anyone,0.6.12,SWC-105
/bdata2/sc/dataset/mainnet/0xe8fd7a8721c144e8d71c06a5b11f6417800fe2b7.sol,3034,/bdata2/sc/dataset/mainnet/0xe8fd7a8721c144e8d71c06a5b11f6417800fe2b7.sol,compound-sweeptoken-not-restricted,security,Function sweepToken is allowed to be called by anyone,0.5.16,SWC-105
/bdata2/sc/dataset/mainnet/0x1871D19Ec9B54D3526Cd472229af0d9E3c4e0c5F.sol,2614,/bdata2/sc/dataset/mainnet/0x1871D19Ec9B54D3526Cd472229af0d9E3c4e0c5F.sol,compound-sweeptoken-not-restricted,security,,0.5.16,SWC-105
/bdata2/sc/dataset/mainnet/0xe04c628378816232856E6cF99534f47fa088747F.sol,2428,/bdata2/sc/dataset/mainnet/0xe04c628378816232856E6cF99534f47fa088747F.sol,compound-sweeptoken-not-restricted,security,Function sweepToken is allowed to be called by anyone,0.6.12,SWC-105
/bdata2/sc/dataset/mainnet/0x2A5BBd8cf003D67FABa4A2B020b828CD34505498.sol,2494,/bdata2/sc/dataset/mainnet/0x2A5BBd8cf003D67FABa4A2B020b828CD34505498.sol,compound-sweeptoken-not-restricted,security,Function sweepToken is allowed to be called by anyone,0.6.12,SWC-105
/bdata2/sc/dataset/mainnet/0x4c46a9d1D9021478DBE3aB6b3c7510a9D10eE892.sol,2494,/bdata2/sc/dataset/mainnet/0x4c46a9d1D9021478DBE3aB6b3c7510a9D10eE892.sol,compound-sweeptoken-not-restricted,security,Function sweepToken is allowed to be called by anyone,0.6.12,SWC-105
/bdata2/sc/dataset/mainnet/0x4dA51347e7C125ae400870475cf9D9be051C7264.sol,2428,/bdata2/sc/dataset/mainnet/0x4dA51347e7C125ae400870475cf9D9be051C7264.sol,compound-sweeptoken-not-restricted,security,Function sweepToken is allowed to be called by anyone,0.6.12,SWC-105
/bdata2/sc/dataset/mainnet/0x248F1e3bD69C3a9e69b7DA04BCb7a7666D373A2f.sol,2432,/bdata2/sc/dataset/mainnet/0x248F1e3bD69C3a9e69b7DA04BCb7a7666D373A2f.sol,compound-sweeptoken-not-restricted,security,Function sweepToken is allowed to be called by anyone,0.5.16,SWC-105
/bdata2/sc/dataset/mainnet/0x0926174Bd0bf6140BEB3696e4AC5a9B8bD52726F.sol,2433,/bdata2/sc/dataset/mainnet/0x0926174Bd0bf6140BEB3696e4AC5a9B8bD52726F.sol,compound-sweeptoken-not-restricted,security,Function sweepToken is allowed to be called by anyone,0.6.12,SWC-105
/bdata2/sc/dataset/mainnet/0x28af5F61544916d33C4105eb536c9177f5523b67.sol,2405,/bdata2/sc/dataset/mainnet/0x28af5F61544916d33C4105eb536c9177f5523b67.sol,compound-sweeptoken-not-restricted,security,Function sweepToken is allowed to be called by anyone,0.6.12,SWC-105
/bdata2/sc/dataset/mainnet/0x96711774D26bA726C98eBe6512c6EfF954a2e575.sol,2509,/bdata2/sc/dataset/mainnet/0x96711774D26bA726C98eBe6512c6EfF954a2e575.sol,compound-sweeptoken-not-restricted,security,Function sweepToken is allowed to be called by anyone,0.6.12,SWC-105
/bdata2/sc/dataset/mainnet/0x460DC2778951b6e1743aaa95Cf313fDFd61f1ecA.sol,2413,/bdata2/sc/dataset/mainnet/0x460DC2778951b6e1743aaa95Cf313fDFd61f1ecA.sol,compound-sweeptoken-not-restricted,security,Function sweepToken is allowed to be called by anyone,0.6.12,SWC-105
/bdata2/sc/dataset/mainnet/0xD11E692cad6f9A057EFDbF449B8f7756269De4F3.sol,2425,/bdata2/sc/dataset/mainnet/0xD11E692cad6f9A057EFDbF449B8f7756269De4F3.sol,compound-sweeptoken-not-restricted,security,Function sweepToken is allowed to be called by anyone,0.5.16,SWC-105
/bdata2/sc/dataset/mainnet/0xd67aD7CF0eC82752379a02e976E37819e5f1400D.sol,2433,/bdata2/sc/dataset/mainnet/0xd67aD7CF0eC82752379a02e976E37819e5f1400D.sol,compound-sweeptoken-not-restricted,security,Function sweepToken is allowed to be called by anyone,0.5.17,SWC-105
/bdata2/sc/dataset/mainnet/0xa1849880593E96d2f7dF77D0D38a7f2372aE10E0.sol,2433,/bdata2/sc/dataset/mainnet/0xa1849880593E96d2f7dF77D0D38a7f2372aE10E0.sol,compound-sweeptoken-not-restricted,security,Function sweepToken is allowed to be called by anyone,0.5.17,SWC-105
/bdata2/sc/dataset/mainnet/0x293F1F1127DfEff8E21e794236F096c8feDeE4BA.sol,2543,/bdata2/sc/dataset/mainnet/0x293F1F1127DfEff8E21e794236F096c8feDeE4BA.sol,compound-sweeptoken-not-restricted,security,Function sweepToken is allowed to be called by anyone,0.5.16,SWC-105
/bdata2/sc/dataset/mainnet/0xbb93C7F378B9b531216f9aD7b5748be189A55807.sol,2433,/bdata2/sc/dataset/mainnet/0xbb93C7F378B9b531216f9aD7b5748be189A55807.sol,compound-sweeptoken-not-restricted,security,Function sweepToken is allowed to be called by anyone,0.5.16,SWC-105
/bdata2/sc/dataset/mainnet/0xA1Bd4a10185F30932C78185f86641f11902E873F.sol,2433,/bdata2/sc/dataset/mainnet/0xA1Bd4a10185F30932C78185f86641f11902E873F.sol,compound-sweeptoken-not-restricted,security,Function sweepToken is allowed to be called by anyone,0.5.17,SWC-105
/bdata2/sc/dataset/mainnet/0xB685330C3c6748cbb5281617BB08A7bb4549C42b.sol,2479,/bdata2/sc/dataset/mainnet/0xB685330C3c6748cbb5281617BB08A7bb4549C42b.sol,compound-sweeptoken-not-restricted,security,Function sweepToken is allowed to be called by anyone,0.5.17,SWC-105
/bdata2/sc/dataset/mainnet/0xbA381C66958096BDa27f932ff39523db67fbf1e3.sol,2479,/bdata2/sc/dataset/mainnet/0xbA381C66958096BDa27f932ff39523db67fbf1e3.sol,compound-sweeptoken-not-restricted,security,Function sweepToken is allowed to be called by anyone,0.5.17,SWC-105
/bdata2/sc/dataset/mainnet/0x2734D5fbB1642C4F8CD40f178876A53B89Ba55c8.sol,1848,/bdata2/sc/dataset/mainnet/0x2734D5fbB1642C4F8CD40f178876A53B89Ba55c8.sol,compound-sweeptoken-not-restricted,security,Function sweepToken is allowed to be called by anyone,0.8.16,SWC-105
/bdata2/sc/dataset/mainnet/0x58ff25d5da5fbe3962b239503caecd99f4d63676.sol,2540,/bdata2/sc/dataset/mainnet/0x58ff25d5da5fbe3962b239503caecd99f4d63676.sol,compound-sweeptoken-not-restricted,security,Function sweepToken is allowed to be called by anyone,0.6.12,SWC-105
/bdata2/sc/dataset/mainnet/0xDb05d1bDDBBE7f482ccfcfDFbFd14f7783B773B0.sol,2550,/bdata2/sc/dataset/mainnet/0xDb05d1bDDBBE7f482ccfcfDFbFd14f7783B773B0.sol,compound-sweeptoken-not-restricted,security,Function sweepToken is allowed to be called by anyone,0.6.12,SWC-105
/bdata2/sc/dataset/mainnet/0xA6c8D1c55951e8AC44a0EaA959Be5Fd21cc07531.sol,2433,/bdata2/sc/dataset/mainnet/0xA6c8D1c55951e8AC44a0EaA959Be5Fd21cc07531.sol,compound-sweeptoken-not-restricted,security,Function sweepToken is allowed to be called by anyone,0.5.17,SWC-105
/bdata2/sc/dataset/mainnet/0x24aA720906378bb8364228Bddb8CAbbc1f6Fe1ba.sol,2432,/bdata2/sc/dataset/mainnet/0x24aA720906378bb8364228Bddb8CAbbc1f6Fe1ba.sol,compound-sweeptoken-not-restricted,security,Function sweepToken is allowed to be called by anyone,0.5.17,SWC-105
